Выбранная строка,Т/плана предупр.ТОРО,ПозПредупредТОРО,ПланПредупрТОРО,strategy,Планирующий завод,Позиция предупред. ТОРО - описание,Группа плановиков,Единица оборудования,Название технического объекта,Вид работы ТОРО,Вид заказа,Тип техкарты,СчетГруппТехкарт,Группа,Название технического места,Техническое место,strategy_str,updated-counter
,PM,10619,100000005736,1-0007,1200,Текущий ремонт,100,100000008663,Самосвал карьерный HD785-5 №1604,ТР,APP1,A,ТР,M0000003,Самосвал №1604,03-CTT-KH03,1-0007_str,ТР
,PM,10620,100000005737,1-0083,1200,ТР дополнительных систем,100,100000008663,Самосвал карьерный HD785-5 №1604,ТР,APP1,A,71,M0000003,Самосвал №1604,03-CTT-KH03,1-0083_str,71
,PM,10621,100000005738,1-0084,1200,Замена кузова,100,100000008663,Самосвал карьерный HD785-5 №1604,ЗМН,APP1,A,ЗЗ,M0000003,Самосвал №1604,03-CTT-KH03,1-0084_str,ЗЗ
,PM,10622,100000005739,1-0085,1200,ТР электрических систем,100,100000008663,Самосвал карьерный HD785-5 №1604,ТР,APP1,A,ТЭ,M0000003,Самосвал №1604,03-CTT-KH03,1-0085_str,ТЭ
,PM,10623,100000005740,2-0153,1200,Техническое обслуживание 1,100,100000008663,Самосвал карьерный HD785-5 №1604,ТО1,APP1,A,О1,M0000003,Самосвал №1604,03-CTT-KH03,2-0153_str,О1
,PM,10624,100000005740,2-0153,1200,Техническое обслуживание 2,100,100000008663,Самосвал карьерный HD785-5 №1604,ТО2,APP1,A,О2,M0000003,Самосвал №1604,03-CTT-KH03,2-0153_str,О2
,PM,10625,100000005740,2-0153,1200,Техническое обслуживание 3,100,100000008663,Самосвал карьерный HD785-5 №1604,ТО3,APP1,A,О3,M0000003,Самосвал №1604,03-CTT-KH03,2-0153_str,О3
,PM,10626,100000005741,2-0154,1200,КР гидросистемы,100,100000008663,Самосвал карьерный HD785-5 №1604,КР,APP1,A,7,M0000003,Самосвал №1604,03-CTT-KH03,2-0154_str,7
,PM,10627,100000005741,2-0154,1200,ТР гидросистемы,100,100000008663,Самосвал карьерный HD785-5 №1604,ТР,APP1,A,69,M0000003,Самосвал №1604,03-CTT-KH03,2-0154_str,69
,PM,10628,100000005742,2-0155,1200,Замена гидротрансформатора,100,100000008663,Самосвал карьерный HD785-5 №1604,ЗМН,APP1,A,ЗГ,M0000003,Самосвал №1604,03-CTT-KH03,2-0155_str,ЗГ
,PM,10629,100000005742,2-0155,1200,КР гидротрансформатора,100,100000008663,Самосвал карьерный HD785-5 №1604,КР,APP1,A,8,M0000003,Самосвал №1604,03-CTT-KH03,2-0155_str,8
,PM,10630,100000005743,2-0156,1200,Замена1 двигателя,100,100000008663,Самосвал карьерный HD785-5 №1604,ЗМН,APP1,A,40,M0000003,Самосвал №1604,03-CTT-KH03,2-0156_str,40
,PM,10631,100000005743,2-0156,1200,Замена2 двигателя,100,100000008663,Самосвал карьерный HD785-5 №1604,ЗМН,APP1,A,48,M0000003,Самосвал №1604,03-CTT-KH03,2-0156_str,48
,PM,10632,100000005744,2-0157,1200,Замена дифференциала,100,100000008663,Самосвал карьерный HD785-5 №1604,ЗМН,APP1,A,ЗФ,M0000003,Самосвал №1604,03-CTT-KH03,2-0157_str,ЗФ
,PM,10633,100000005745,2-0158,1200,Замена конечной передачи,100,100000008663,Самосвал карьерный HD785-5 №1604,ЗМН,APP1,A,ЗП,M0000003,Самосвал №1604,03-CTT-KH03,2-0158_str,ЗП
,PM,10634,100000005746,2-0159,1200,Замена2 коробки передач,100,100000008663,Самосвал карьерный HD785-5 №1604,ЗМН,APP1,A,49,M0000003,Самосвал №1604,03-CTT-KH03,2-0159_str,49
,PM,10635,100000005746,2-0159,1200,Замена1 коробки передач,100,100000008663,Самосвал карьерный HD785-5 №1604,ЗМН,APP1,A,41,M0000003,Самосвал №1604,03-CTT-KH03,2-0159_str,41
,PM,10636,100000005747,2-0160,1200,КР подвески задней,100,100000008663,Самосвал карьерный HD785-5 №1604,КР,APP1,A,28,M0000003,Самосвал №1604,03-CTT-KH03,2-0160_str,28
,PM,10637,100000005748,2-0161,1200,КР подвески передней,100,100000008663,Самосвал карьерный HD785-5 №1604,КР,APP1,A,29,M0000003,Самосвал №1604,03-CTT-KH03,2-0161_str,29
,PM,10638,100000005749,2-0162,1200,КР ступицы,100,100000008663,Самосвал карьерный HD785-5 №1604,КР,APP1,A,31,M0000003,Самосвал №1604,03-CTT-KH03,2-0162_str,31
,PM,10639,100000005750,1-0007,1200,Текущий ремонт,100,100000008664,Самосвал карьерный HD785-5 №1606,ТР,APP1,A,ТР,M0000003,Самосвал №1606,03-CTT-KH04,1-0007_str,ТР
,PM,10640,100000005751,1-0083,1200,ТР дополнительных систем,100,100000008664,Самосвал карьерный HD785-5 №1606,ТР,APP1,A,71,M0000003,Самосвал №1606,03-CTT-KH04,1-0083_str,71
,PM,10641,100000005752,1-0084,1200,Замена кузова,100,100000008664,Самосвал карьерный HD785-5 №1606,ЗМН,APP1,A,ЗЗ,M0000003,Самосвал №1606,03-CTT-KH04,1-0084_str,ЗЗ
,PM,10642,100000005753,1-0085,1200,ТР электрических систем,100,100000008664,Самосвал карьерный HD785-5 №1606,ТР,APP1,A,ТЭ,M0000003,Самосвал №1606,03-CTT-KH04,1-0085_str,ТЭ
,PM,10643,100000005754,2-0153,1200,Техническое обслуживание 1,100,100000008664,Самосвал карьерный HD785-5 №1606,ТО1,APP1,A,О1,M0000003,Самосвал №1606,03-CTT-KH04,2-0153_str,О1
,PM,10644,100000005754,2-0153,1200,Техническое обслуживание 2,100,100000008664,Самосвал карьерный HD785-5 №1606,ТО2,APP1,A,О2,M0000003,Самосвал №1606,03-CTT-KH04,2-0153_str,О2
,PM,10645,100000005754,2-0153,1200,Техническое обслуживание 3,100,100000008664,Самосвал карьерный HD785-5 №1606,ТО3,APP1,A,О3,M0000003,Самосвал №1606,03-CTT-KH04,2-0153_str,О3
,PM,10646,100000005755,2-0154,1200,КР гидросистемы,100,100000008664,Самосвал карьерный HD785-5 №1606,КР,APP1,A,7,M0000003,Самосвал №1606,03-CTT-KH04,2-0154_str,7
,PM,10647,100000005755,2-0154,1200,ТР гидросистемы,100,100000008664,Самосвал карьерный HD785-5 №1606,ТР,APP1,A,69,M0000003,Самосвал №1606,03-CTT-KH04,2-0154_str,69
,PM,10648,100000005756,2-0155,1200,Замена гидротрансформатора,100,100000008664,Самосвал карьерный HD785-5 №1606,ЗМН,APP1,A,ЗГ,M0000003,Самосвал №1606,03-CTT-KH04,2-0155_str,ЗГ
,PM,10649,100000005756,2-0155,1200,КР гидротрансформатора,100,100000008664,Самосвал карьерный HD785-5 №1606,КР,APP1,A,8,M0000003,Самосвал №1606,03-CTT-KH04,2-0155_str,8
,PM,10650,100000005757,2-0156,1200,Замена1 двигателя,100,100000008664,Самосвал карьерный HD785-5 №1606,ЗМН,APP1,A,40,M0000003,Самосвал №1606,03-CTT-KH04,2-0156_str,40
,PM,10651,100000005757,2-0156,1200,Замена2 двигателя,100,100000008664,Самосвал карьерный HD785-5 №1606,ЗМН,APP1,A,48,M0000003,Самосвал №1606,03-CTT-KH04,2-0156_str,48
,PM,10652,100000005758,2-0157,1200,Замена дифференциала,100,100000008664,Самосвал карьерный HD785-5 №1606,ЗМН,APP1,A,ЗФ,M0000003,Самосвал №1606,03-CTT-KH04,2-0157_str,ЗФ
,PM,10653,100000005759,2-0158,1200,Замена конечной передачи,100,100000008664,Самосвал карьерный HD785-5 №1606,ЗМН,APP1,A,ЗП,M0000003,Самосвал №1606,03-CTT-KH04,2-0158_str,ЗП
,PM,10654,100000005760,2-0159,1200,Замена2 коробки передач,100,100000008664,Самосвал карьерный HD785-5 №1606,ЗМН,APP1,A,49,M0000003,Самосвал №1606,03-CTT-KH04,2-0159_str,49
,PM,10655,100000005760,2-0159,1200,Замена1 коробки передач,100,100000008664,Самосвал карьерный HD785-5 №1606,ЗМН,APP1,A,41,M0000003,Самосвал №1606,03-CTT-KH04,2-0159_str,41
,PM,10656,100000005761,2-0160,1200,КР подвески задней,100,100000008664,Самосвал карьерный HD785-5 №1606,КР,APP1,A,28,M0000003,Самосвал №1606,03-CTT-KH04,2-0160_str,28
,PM,10657,100000005762,2-0161,1200,КР подвески передней,100,100000008664,Самосвал карьерный HD785-5 №1606,КР,APP1,A,29,M0000003,Самосвал №1606,03-CTT-KH04,2-0161_str,29
,PM,10658,100000005763,2-0162,1200,КР ступицы,100,100000008664,Самосвал карьерный HD785-5 №1606,КР,APP1,A,31,M0000003,Самосвал №1606,03-CTT-KH04,2-0162_str,31
,PM,10659,100000005764,1-0007,1200,Текущий ремонт,100,100000008665,Самосвал карьерный HD785-5 №1607,ТР,APP1,A,ТР,M0000003,Самосвал №1607,03-CTT-KH05,1-0007_str,ТР
,PM,10660,100000005765,1-0083,1200,ТР дополнительных систем,100,100000008665,Самосвал карьерный HD785-5 №1607,ТР,APP1,A,71,M0000003,Самосвал №1607,03-CTT-KH05,1-0083_str,71
,PM,10661,100000005766,1-0084,1200,Замена кузова,100,100000008665,Самосвал карьерный HD785-5 №1607,ЗМН,APP1,A,ЗЗ,M0000003,Самосвал №1607,03-CTT-KH05,1-0084_str,ЗЗ
,PM,10662,100000005767,1-0085,1200,ТР электрических систем,100,100000008665,Самосвал карьерный HD785-5 №1607,ТР,APP1,A,ТЭ,M0000003,Самосвал №1607,03-CTT-KH05,1-0085_str,ТЭ
,PM,10663,100000005768,2-0153,1200,Техническое обслуживание 1,100,100000008665,Самосвал карьерный HD785-5 №1607,ТО1,APP1,A,О1,M0000003,Самосвал №1607,03-CTT-KH05,2-0153_str,О1
,PM,10664,100000005768,2-0153,1200,Техническое обслуживание 2,100,100000008665,Самосвал карьерный HD785-5 №1607,ТО2,APP1,A,О2,M0000003,Самосвал №1607,03-CTT-KH05,2-0153_str,О2
,PM,10665,100000005768,2-0153,1200,Техническое обслуживание 3,100,100000008665,Самосвал карьерный HD785-5 №1607,ТО3,APP1,A,О3,M0000003,Самосвал №1607,03-CTT-KH05,2-0153_str,О3
,PM,10666,100000005769,2-0154,1200,КР гидросистемы,100,100000008665,Самосвал карьерный HD785-5 №1607,КР,APP1,A,7,M0000003,Самосвал №1607,03-CTT-KH05,2-0154_str,7
,PM,10667,100000005769,2-0154,1200,ТР гидросистемы,100,100000008665,Самосвал карьерный HD785-5 №1607,ТР,APP1,A,69,M0000003,Самосвал №1607,03-CTT-KH05,2-0154_str,69
,PM,10668,100000005770,2-0155,1200,Замена гидротрансформатора,100,100000008665,Самосвал карьерный HD785-5 №1607,ЗМН,APP1,A,ЗГ,M0000003,Самосвал №1607,03-CTT-KH05,2-0155_str,ЗГ
,PM,10669,100000005770,2-0155,1200,КР гидротрансформатора,100,100000008665,Самосвал карьерный HD785-5 №1607,КР,APP1,A,8,M0000003,Самосвал №1607,03-CTT-KH05,2-0155_str,8
,PM,10670,100000005771,2-0156,1200,Замена1 двигателя,100,100000008665,Самосвал карьерный HD785-5 №1607,ЗМН,APP1,A,40,M0000003,Самосвал №1607,03-CTT-KH05,2-0156_str,40
,PM,10671,100000005771,2-0156,1200,Замена2 двигателя,100,100000008665,Самосвал карьерный HD785-5 №1607,ЗМН,APP1,A,48,M0000003,Самосвал №1607,03-CTT-KH05,2-0156_str,48
,PM,10672,100000005772,2-0157,1200,Замена дифференциала,100,100000008665,Самосвал карьерный HD785-5 №1607,ЗМН,APP1,A,ЗФ,M0000003,Самосвал №1607,03-CTT-KH05,2-0157_str,ЗФ
,PM,10673,100000005773,2-0158,1200,Замена конечной передачи,100,100000008665,Самосвал карьерный HD785-5 №1607,ЗМН,APP1,A,ЗП,M0000003,Самосвал №1607,03-CTT-KH05,2-0158_str,ЗП
,PM,10674,100000005774,2-0159,1200,Замена2 коробки передач,100,100000008665,Самосвал карьерный HD785-5 №1607,ЗМН,APP1,A,49,M0000003,Самосвал №1607,03-CTT-KH05,2-0159_str,49
,PM,10675,100000005774,2-0159,1200,Замена1 коробки передач,100,100000008665,Самосвал карьерный HD785-5 №1607,ЗМН,APP1,A,41,M0000003,Самосвал №1607,03-CTT-KH05,2-0159_str,41
,PM,10676,100000005775,2-0160,1200,КР подвески задней,100,100000008665,Самосвал карьерный HD785-5 №1607,КР,APP1,A,28,M0000003,Самосвал №1607,03-CTT-KH05,2-0160_str,28
,PM,10677,100000005776,2-0161,1200,КР подвески передней,100,100000008665,Самосвал карьерный HD785-5 №1607,КР,APP1,A,29,M0000003,Самосвал №1607,03-CTT-KH05,2-0161_str,29
,PM,10678,100000005777,2-0162,1200,КР ступицы,100,100000008665,Самосвал карьерный HD785-5 №1607,КР,APP1,A,31,M0000003,Самосвал №1607,03-CTT-KH05,2-0162_str,31
,PM,10679,100000005778,1-0007,1200,Текущий ремонт,100,100000008666,Самосвал карьерный HD785-7 №1609,ТР,APP1,A,ТР,M0000004,Самосвал №1609,03-CTT-KD01,1-0007_str,ТР
,PM,10680,100000005779,1-0083,1200,ТР дополнительных систем,100,100000008666,Самосвал карьерный HD785-7 №1609,ТР,APP1,A,71,M0000004,Самосвал №1609,03-CTT-KD01,1-0083_str,71
,PM,10681,100000005780,1-0084,1200,Замена кузова,100,100000008666,Самосвал карьерный HD785-7 №1609,ЗМН,APP1,A,ЗЗ,M0000004,Самосвал №1609,03-CTT-KD01,1-0084_str,ЗЗ
,PM,10682,100000005781,1-0085,1200,ТР электрических систем,100,100000008666,Самосвал карьерный HD785-7 №1609,ТР,APP1,A,ТЭ,M0000004,Самосвал №1609,03-CTT-KD01,1-0085_str,ТЭ
,PM,10683,100000005782,2-0153,1200,Техническое обслуживание 1,100,100000008666,Самосвал карьерный HD785-7 №1609,ТО1,APP1,A,О1,M0000004,Самосвал №1609,03-CTT-KD01,2-0153_str,О1
,PM,10684,100000005782,2-0153,1200,Техническое обслуживание 2,100,100000008666,Самосвал карьерный HD785-7 №1609,ТО2,APP1,A,О2,M0000004,Самосвал №1609,03-CTT-KD01,2-0153_str,О2
,PM,10685,100000005782,2-0153,1200,Техническое обслуживание 3,100,100000008666,Самосвал карьерный HD785-7 №1609,ТО3,APP1,A,О3,M0000004,Самосвал №1609,03-CTT-KD01,2-0153_str,О3
,PM,10686,100000005783,2-0154,1200,ТР гидросистемы,100,100000008666,Самосвал карьерный HD785-7 №1609,ТР,APP1,A,69,M0000004,Самосвал №1609,03-CTT-KD01,2-0154_str,69
,PM,10687,100000005783,2-0154,1200,КР гидросистемы,100,100000008666,Самосвал карьерный HD785-7 №1609,КР,APP1,A,7,M0000004,Самосвал №1609,03-CTT-KD01,2-0154_str,7
,PM,10688,100000005784,2-0156,1200,Замена1 двигателя,100,100000008666,Самосвал карьерный HD785-7 №1609,ЗМН,APP1,A,40,M0000004,Самосвал №1609,03-CTT-KD01,2-0156_str,40
,PM,10689,100000005784,2-0156,1200,Замена2 двигателя,100,100000008666,Самосвал карьерный HD785-7 №1609,ЗМН,APP1,A,48,M0000004,Самосвал №1609,03-CTT-KD01,2-0156_str,48
