,Название стратерии,Единица,Текст цикла ПредупрТОРО,КраткНазвЦикла,Цикл,код_цикла,strategy_str_counter
1586,МТЧ 7012000(12000)-ЗД20000,МТЧ,ТР двигателя,70,12000,2-037170,2-0371_str70
1587,МТЧ 7012000(12000)-ЗД20000,МТЧ,Замена двигателя,ЗД,20000,2-0371ЗД,2-0371_strЗД
1588,МТЧ 0830000,МТЧ,КР гидротрансформатора,8,30000,2-037208,2-0372_str8
1589,МТЧ О1250-О2500-О31000-О43000,МТЧ,Техническое обслуживание 1,О1,250,2-0373О1,2-0373_strО1
1590,МТЧ О1250-О2500-О31000-О43000,МТЧ,Техническое обслуживание 2,О2,500,2-0373О2,2-0373_strО2
1591,МТЧ О1250-О2500-О31000-О43000,МТЧ,Техническое обслуживание 3,О3,1000,2-0373О3,2-0373_strО3
1592,МТЧ О1250-О2500-О31000-О43000,МТЧ,Техническое обслуживание 4,О4,3000,2-0373О4,2-0373_strО4
1593,МТЧ PV-351 О1--О6,МТЧ,Техническое обслуживание 1,О1,250,2-0374О1,2-0374_strО1
1594,МТЧ PV-351 О1--О6,МТЧ,Техническое обслуживание 2,О2,500,2-0374О2,2-0374_strО2
1595,МТЧ PV-351 О1--О6,МТЧ,Техническое обслуживание 3,О3,1000,2-0374О3,2-0374_strО3
1596,МТЧ PV-351 О1--О6,МТЧ,Техническое обслуживание 4,О4,2000,2-0374О4,2-0374_strО4
1597,МТЧ PV-351 О1--О6,МТЧ,Техническое обслуживание 5,О5,5000,2-0374О5,2-0374_strО5
1598,МТЧ PV-351 О1--О6,МТЧ,Техническое обслуживание 6,О6,8000,2-0374О6,2-0374_strО6
1599,МТЧ ТВ6000,МТЧ,ТР вращателя,ТВ,6000,2-0375ТВ,2-0375_strТВ
1600,МТЧ PV-351 Т1--Т5,МТЧ,Текущий ремонт 1,Т1,6000,2-0376Т1,2-0376_strТ1
1601,МТЧ PV-351 Т1--Т5,МТЧ,Текущий ремонт 2,Т2,8000,2-0376Т2,2-0376_strТ2
1602,МТЧ PV-351 Т1--Т5,МТЧ,Текущий ремонт 3,Т3,10000,2-0376Т3,2-0376_strТ3
1603,МТЧ PV-351 Т1--Т5,МТЧ,Текущий ремонт 4,Т4,12000,2-0376Т4,2-0376_strТ4
1604,МТЧ PV-351 Т1--Т5,МТЧ,Текущий ремонт 5,Т5,15000,2-0376Т5,2-0376_strТ5
1605,МТЧ О1168-О2720,МТЧ,Техническое обслуживание 1,О1,168,2-0377О1,2-0377_strО1
1606,МТЧ О1168-О2720,МТЧ,Техническое обслуживание 2,О2,720,2-0377О2,2-0377_strО2
1607,МТЧ Т11440-Т24380-Т38760,МТЧ,Текущий ремонт 1,Т1,1440,2-0378Т1,2-0378_strТ1
1608,МТЧ Т11440-Т24380-Т38760,МТЧ,Текущий ремонт 2,Т2,4380,2-0378Т2,2-0378_strТ2
1609,МТЧ Т11440-Т24380-Т38760,МТЧ,Текущий ремонт 3,Т3,8760,2-0378Т3,2-0378_strТ3
1610,МТЧ 830E-1AC,МТЧ,Техническое обслуживание 1,О1,250,2-0379О1,2-0379_strО1
1611,МТЧ 830E-1AC,МТЧ,Техническое обслуживание 2,О2,500,2-0379О2,2-0379_strО2
1612,МТЧ 830E-1AC,МТЧ,Техническое обслуживание 3,О3,1000,2-0379О3,2-0379_strО3
1613,МТЧ 830E-1AC,МТЧ,Техническое обслуживание 4,О4,2500,2-0379О4,2-0379_strО4
1614,МТЧ 830E-1AC,МТЧ,Техническое обслуживание 5,О5,5000,2-0379О5,2-0379_strО5
1615,МТЧ 830E-1AC,МТЧ,Техническое обслуживание 6,О6,10000,2-0379О6,2-0379_strО6
1616,МТЧ О1250-О2-О3-О4-О53000-О6,МТЧ,Техническое обслуживание 1,О1,250,2-0380О1,2-0380_strО1
1617,МТЧ О1250-О2-О3-О4-О53000-О6,МТЧ,Техническое обслуживание 2,О2,500,2-0380О2,2-0380_strО2
1618,МТЧ О1250-О2-О3-О4-О53000-О6,МТЧ,Техническое обслуживание 3,О3,1000,2-0380О3,2-0380_strО3
1619,МТЧ О1250-О2-О3-О4-О53000-О6,МТЧ,Техническое обслуживание 4,О4,2000,2-0380О4,2-0380_strО4
1620,МТЧ О1250-О2-О3-О4-О53000-О6,МТЧ,Техническое обслуживание 5,О5,3000,2-0380О5,2-0380_strО5
1621,МТЧ О1250-О2-О3-О4-О53000-О6,МТЧ,Техническое обслуживание 6,О6,6000,2-0380О6,2-0380_strО6
1622,МТЧ Т15000-Т210000-Т315000,МТЧ,Текущий ремонт 1,Т1,5000,2-0381Т1,2-0381_strТ1
1623,МТЧ Т15000-Т210000-Т315000,МТЧ,Текущий ремонт 2,Т2,10000,2-0381Т2,2-0381_strТ2
1624,МТЧ Т15000-Т210000-Т315000,МТЧ,Текущий ремонт 3,Т3,15000,2-0381Т3,2-0381_strТ3
1625,МТЧ ТО700-ТР4900,МТЧ,Техническое обслуживание,ТО,700,2-0382ТО,2-0382_strТО
1626,МТЧ ТО700-ТР4900,МТЧ,Текущий ремонт,ТР,4900,2-0382ТР,2-0382_strТР
1627,МТЧ ТО720-Т14320-Т28640,МТЧ,Техническое обслуживание,ТО,720,2-0383ТО,2-0383_strТО
1628,МТЧ ТО720-Т14320-Т28640,МТЧ,Текущий ремонт 1,Т1,4320,2-0383Т1,2-0383_strТ1
1629,МТЧ ТО720-Т14320-Т28640,МТЧ,Текущий ремонт 2,Т2,8640,2-0383Т2,2-0383_strТ2
1630,МТЧ ТО720-Т12160-Т28640,МТЧ,Техническое обслуживание,ТО,720,2-0384ТО,2-0384_strТО
1631,МТЧ ТО720-Т12160-Т28640,МТЧ,Текущий ремонт 1,Т1,2160,2-0384Т1,2-0384_strТ1
1632,МТЧ ТО720-Т12160-Т28640,МТЧ,Текущий ремонт 2,Т2,8640,2-0384Т2,2-0384_strТ2
1633,МТЧ ТО360-Т12160-Т24320,МТЧ,Техническое обслуживание,ТО,360,2-0385ТО,2-0385_strТО
1634,МТЧ ТО360-Т12160-Т24320,МТЧ,Текущий ремонт 1,Т1,2160,2-0385Т1,2-0385_strТ1
1635,МТЧ ТО360-Т12160-Т24320,МТЧ,Текущий ремонт 2,Т2,4320,2-0385Т2,2-0385_strТ2
1636,МТЧ О1500-О2-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 1,О1,500,2-0386О1,2-0386_strО1
1637,МТЧ О1500-О2-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 2,О2,1000,2-0386О2,2-0386_strО2
1638,МТЧ О1500-О2-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 3,О3,2000,2-0386О3,2-0386_strО3
1639,МТЧ О1500-О2-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 4,О4,3000,2-0386О4,2-0386_strО4
1640,МТЧ О1500-О2-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 5,О5,4000,2-0386О5,2-0386_strО5
1641,МТЧ О1500-О2-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 6,О6,6000,2-0386О6,2-0386_strО6
1642,МТЧ О1500-О2-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 7,О7,12000,2-0386О7,2-0386_strО7
1643,МТЧ О1500-О21000-О3-О4-О5-О6,МТЧ,Техническое обслуживание 1,О1,500,2-0387О1,2-0387_strО1
1644,МТЧ О1500-О21000-О3-О4-О5-О6,МТЧ,Техническое обслуживание 2,О2,1000,2-0387О2,2-0387_strО2
1645,МТЧ О1500-О21000-О3-О4-О5-О6,МТЧ,Техническое обслуживание 3,О3,2000,2-0387О3,2-0387_strО3
1646,МТЧ О1500-О21000-О3-О4-О5-О6,МТЧ,Техническое обслуживание 4,О4,4000,2-0387О4,2-0387_strО4
1647,МТЧ О1500-О21000-О3-О4-О5-О6,МТЧ,Техническое обслуживание 5,О5,6000,2-0387О5,2-0387_strО5
1648,МТЧ О1500-О21000-О3-О4-О5-О6,МТЧ,Техническое обслуживание 6,О6,12000,2-0387О6,2-0387_strО6
1649,МТЧ DE810-CT,МТЧ,Техническое обслуживание 1,О1,250,2-0388О1,2-0388_strО1
1650,МТЧ DE810-CT,МТЧ,Техническое обслуживание 2,О2,500,2-0388О2,2-0388_strО2
1651,МТЧ DE810-CT,МТЧ,Техническое обслуживание 3,О3,1000,2-0388О3,2-0388_strО3
1652,МТЧ DE810-CT,МТЧ,Техническое обслуживание 4,О4,1500,2-0388О4,2-0388_strО4
1653,МТЧ DE810-CT,МТЧ,Техническое обслуживание 5,О5,3000,2-0388О5,2-0388_strО5
1654,МТЧ DE810-CT,МТЧ,Техническое обслуживание 6,О6,6000,2-0388О6,2-0388_strО6
1655,МТЧ DE810-CT,МТЧ,Техническое обслуживание 7,О7,9000,2-0388О7,2-0388_strО7
1656,МТЧ DE810-CT,МТЧ,Техническое обслуживание 8,О8,12000,2-0388О8,2-0388_strО8
1657,МТЧ DE810-CT,МТЧ,Техническое обслуживание 9,О9,15000,2-0388О9,2-0388_strО9
1658,МТЧ Т1400-Т21500-Т32000,МТЧ,Текущий ремонт 1,Т1,400,2-0389Т1,2-0389_strТ1
1659,МТЧ Т1400-Т21500-Т32000,МТЧ,Текущий ремонт 2,Т2,1500,2-0389Т2,2-0389_strТ2
1660,МТЧ Т1400-Т21500-Т32000,МТЧ,Текущий ремонт 3,Т3,2000,2-0389Т3,2-0389_strТ3
1661,МТЧ DML LP О1--О6,МТЧ,Техническое обслуживание 1,О1,250,2-0390О1,2-0390_strО1
1662,МТЧ DML LP О1--О6,МТЧ,Техническое обслуживание 2,О2,500,2-0390О2,2-0390_strО2
1663,МТЧ DML LP О1--О6,МТЧ,Техническое обслуживание 3,О3,1000,2-0390О3,2-0390_strО3
1664,МТЧ DML LP О1--О6,МТЧ,Техническое обслуживание 4,О4,2000,2-0390О4,2-0390_strО4
1665,МТЧ DML LP О1--О6,МТЧ,Техническое обслуживание 5,О5,3000,2-0390О5,2-0390_strО5
1666,МТЧ DML LP О1--О6,МТЧ,Техническое обслуживание 6,О6,5000,2-0390О6,2-0390_strО6
1667,МТЧ DML LP Т1--Т4,МТЧ,Текущий ремонт 1,Т1,5000,2-0391Т1,2-0391_strТ1
1668,МТЧ DML LP Т1--Т4,МТЧ,Текущий ремонт 2,Т2,10000,2-0391Т2,2-0391_strТ2
1669,МТЧ DML LP Т1--Т4,МТЧ,Текущий ремонт 3,Т3,15000,2-0391Т3,2-0391_strТ3
1670,МТЧ DML LP Т1--Т4,МТЧ,Текущий ремонт 4,Т4,30000,2-0391Т4,2-0391_strТ4
1671,МТЧ 385C MN,МТЧ,Техническое обслуживание 1,О1,500,2-0392О1,2-0392_strО1
1672,МТЧ 385C MN,МТЧ,Техническое обслуживание 2,О2,1000,2-0392О2,2-0392_strО2
1673,МТЧ 385C MN,МТЧ,Техническое обслуживание 3,О3,2000,2-0392О3,2-0392_strО3
1674,МТЧ 385C MN,МТЧ,Техническое обслуживание 4,О4,3000,2-0392О4,2-0392_strО4
1675,МТЧ 385C MN,МТЧ,Техническое обслуживание 5,О5,6000,2-0392О5,2-0392_strО5
1676,МТЧ О1250-О2-О3-О4-О54000-О6,МТЧ,Техническое обслуживание 1,О1,250,2-0393О1,2-0393_strО1
1677,МТЧ О1250-О2-О3-О4-О54000-О6,МТЧ,Техническое обслуживание 2,О2,500,2-0393О2,2-0393_strО2
1678,МТЧ О1250-О2-О3-О4-О54000-О6,МТЧ,Техническое обслуживание 3,О3,1000,2-0393О3,2-0393_strО3
1679,МТЧ О1250-О2-О3-О4-О54000-О6,МТЧ,Техническое обслуживание 4,О4,2000,2-0393О4,2-0393_strО4
1680,МТЧ О1250-О2-О3-О4-О54000-О6,МТЧ,Техническое обслуживание 5,О5,4000,2-0393О5,2-0393_strО5
1681,МТЧ О1250-О2-О3-О4-О54000-О6,МТЧ,Техническое обслуживание 6,О6,6000,2-0393О6,2-0393_strО6
1682,МТЧ О1500-О21000-О3-О4-О5,МТЧ,Техническое обслуживание 1,О1,500,2-0394О1,2-0394_strО1
1683,МТЧ О1500-О21000-О3-О4-О5,МТЧ,Техническое обслуживание 2,О2,1000,2-0394О2,2-0394_strО2
1684,МТЧ О1500-О21000-О3-О4-О5,МТЧ,Техническое обслуживание 3,О3,2000,2-0394О3,2-0394_strО3
1685,МТЧ О1500-О21000-О3-О4-О5,МТЧ,Техническое обслуживание 4,О4,6000,2-0394О4,2-0394_strО4
1686,МТЧ О1500-О21000-О3-О4-О5,МТЧ,Техническое обслуживание 5,О5,12000,2-0394О5,2-0394_strО5
1687,МТЧ О1250-О2500-О31000-О4-О5,МТЧ,Техническое обслуживание 1,О1,250,2-0395О1,2-0395_strО1
1688,МТЧ О1250-О2500-О31000-О4-О5,МТЧ,Техническое обслуживание 2,О2,500,2-0395О2,2-0395_strО2
1689,МТЧ О1250-О2500-О31000-О4-О5,МТЧ,Техническое обслуживание 3,О3,1000,2-0395О3,2-0395_strО3
1690,МТЧ О1250-О2500-О31000-О4-О5,МТЧ,Техническое обслуживание 4,О4,2000,2-0395О4,2-0395_strО4
1691,МТЧ О1250-О2500-О31000-О4-О5,МТЧ,Техническое обслуживание 5,О5,6000,2-0395О5,2-0395_strО5
1692,МТЧ О1250-О2500-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 1,О1,250,2-0396О1,2-0396_strО1
1693,МТЧ О1250-О2500-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 2,О2,500,2-0396О2,2-0396_strО2
1694,МТЧ О1250-О2500-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 3,О3,1000,2-0396О3,2-0396_strО3
1695,МТЧ О1250-О2500-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 4,О4,2000,2-0396О4,2-0396_strО4
1696,МТЧ О1250-О2500-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 5,О5,4000,2-0396О5,2-0396_strО5
1697,МТЧ О1250-О2500-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 6,О6,6000,2-0396О6,2-0396_strО6
1698,МТЧ О1250-О2500-О3-О4-О5-О6-О7,МТЧ,Техническое обслуживание 7,О7,12000,2-0396О7,2-0396_strО7
1699,МТЧ ТО360-Т14320-Т28640,МТЧ,Техническое обслуживание,ТО,360,2-0397ТО,2-0397_strТО
1700,МТЧ ТО360-Т14320-Т28640,МТЧ,Текущий ремонт 1,Т1,4320,2-0397Т1,2-0397_strТ1
1701,МТЧ ТО360-Т14320-Т28640,МТЧ,Текущий ремонт 2,Т2,8640,2-0397Т2,2-0397_strТ2
1702,МТЧ О1360-О2720-ТР8640,МТЧ,Техническое обслуживание 1,О1,360,2-0398О1,2-0398_strО1
1703,МТЧ О1360-О2720-ТР8640,МТЧ,Техническое обслуживание 2,О2,720,2-0398О2,2-0398_strО2
1704,МТЧ О1360-О2720-ТР8640,МТЧ,Текущий ремонт,ТР,8640,2-0398ТР,2-0398_strТР
1705,МТЧ ТО240-Т12160-Т24320,МТЧ,Техническое обслуживание,ТО,240,2-0399ТО,2-0399_strТО
1706,МТЧ ТО240-Т12160-Т24320,МТЧ,Текущий ремонт 1,Т1,2160,2-0399Т1,2-0399_strТ1
1707,МТЧ ТО240-Т12160-Т24320,МТЧ,Текущий ремонт 2,Т2,4320,2-0399Т2,2-0399_strТ2
1708,МТЧ 2/1.5 B-AH,МТЧ,Техническое обслуживание,ТО,720,2-0400ТО,2-0400_strТО
1709,МТЧ 2/1.5 B-AH,МТЧ,Текущий ремонт 1,Т1,2160,2-0400Т1,2-0400_strТ1
1710,МТЧ 2/1.5 B-AH,МТЧ,Текущий ремонт 2,Т2,4320,2-0400Т2,2-0400_strТ2
1711,МТЧ 2/1.5 B-AH,МТЧ,Текущий ремонт 3,Т3,8640,2-0400Т3,2-0400_strТ3
1712,МТЧ О1360-О2720-Т14320-Т28640,МТЧ,Техническое обслуживание 1,О1,360,2-0401О1,2-0401_strО1
1713,МТЧ О1360-О2720-Т14320-Т28640,МТЧ,Техническое обслуживание 2,О2,720,2-0401О2,2-0401_strО2
1714,МТЧ О1360-О2720-Т14320-Т28640,МТЧ,Текущий ремонт 1,Т1,4320,2-0401Т1,2-0401_strТ1
1715,МТЧ О1360-О2720-Т14320-Т28640,МТЧ,Текущий ремонт 2,Т2,8640,2-0401Т2,2-0401_strТ2
1716,МТЧ ТО720-Т12160-Т28640-Т3,МТЧ,Техническое обслуживание,ТО,720,2-0402ТО,2-0402_strТО
1717,МТЧ ТО720-Т12160-Т28640-Т3,МТЧ,Текущий ремонт 1,Т1,2160,2-0402Т1,2-0402_strТ1
1718,МТЧ ТО720-Т12160-Т28640-Т3,МТЧ,Текущий ремонт 2,Т2,8640,2-0402Т2,2-0402_strТ2
1719,МТЧ ТО720-Т12160-Т28640-Т3,МТЧ,Текущий ремонт 3,Т3,17280,2-0402Т3,2-0402_strТ3
1720,МТЧ Lokotrack LT120E О1-О6,МТЧ,Техническое обслуживание 1,О1,140,2-0403О1,2-0403_strО1
1721,МТЧ Lokotrack LT120E О1-О6,МТЧ,Техническое обслуживание 2,О2,280,2-0403О2,2-0403_strО2
1722,МТЧ Lokotrack LT120E О1-О6,МТЧ,Техническое обслуживание 3,О3,560,2-0403О3,2-0403_strО3
1723,МТЧ Lokotrack LT120E О1-О6,МТЧ,Техническое обслуживание 4,О4,2240,2-0403О4,2-0403_strО4
1724,МТЧ Lokotrack LT120E О1-О6,МТЧ,Техническое обслуживание 5,О5,4480,2-0403О5,2-0403_strО5
1725,МТЧ Lokotrack LT120E О1-О6,МТЧ,Техническое обслуживание 6,О6,8560,2-0403О6,2-0403_strО6
1726,МТЧ Lokotrack LT120E Т1--Т7,МТЧ,Текущий ремонт 1,Т1,280,2-0404Т1,2-0404_strТ1
1727,МТЧ Lokotrack LT120E Т1--Т7,МТЧ,Текущий ремонт 2,Т2,560,2-0404Т2,2-0404_strТ2
1728,МТЧ Lokotrack LT120E Т1--Т7,МТЧ,Текущий ремонт 3,Т3,1120,2-0404Т3,2-0404_strТ3
1729,МТЧ Lokotrack LT120E Т1--Т7,МТЧ,Текущий ремонт 4,Т4,2240,2-0404Т4,2-0404_strТ4
1730,МТЧ Lokotrack LT120E Т1--Т7,МТЧ,Текущий ремонт 5,Т5,4480,2-0404Т5,2-0404_strТ5
1731,МТЧ Lokotrack LT120E Т1--Т7,МТЧ,Текущий ремонт 6,Т6,8560,2-0404Т6,2-0404_strТ6
1732,МТЧ Lokotrack LT120E Т1--Т7,МТЧ,Текущий ремонт 7,Т7,17120,2-0404Т7,2-0404_strТ7
1733,МТЧ SmartROC D65-10LF,МТЧ,Техническое обслуживание 1,О1,250,2-0405О1,2-0405_strО1
1734,МТЧ SmartROC D65-10LF,МТЧ,Техническое обслуживание 2,О2,500,2-0405О2,2-0405_strО2
1735,МТЧ SmartROC D65-10LF,МТЧ,Техническое обслуживание 3,О3,1000,2-0405О3,2-0405_strО3
1736,МТЧ SmartROC D65-10LF,МТЧ,Техническое обслуживание 4,О4,1500,2-0405О4,2-0405_strО4
1737,МТЧ SmartROC D65-10LF,МТЧ,Техническое обслуживание 5,О5,2000,2-0405О5,2-0405_strО5
1738,МТЧ SmartROC D65-10LF,МТЧ,Техническое обслуживание 6,О6,3000,2-0405О6,2-0405_strО6
1739,МТЧ SmartROC D65-10LF,МТЧ,Техническое обслуживание 7,О7,6000,2-0405О7,2-0405_strО7
1740,МТЧ Р08000(8000)-КО15000,МТЧ,ТР рабочего оборудования,Р0,8000,2-0406Р0,2-0406_strР0
1741,МТЧ Р08000(8000)-КО15000,МТЧ,КР рабочего оборудования,КО,15000,2-0406КО,2-0406_strКО
1742,МТЧ 698000(8000)-0718000,МТЧ,ТР гидросистемы,69,8000,2-040769,2-0407_str69
1743,МТЧ 698000(8000)-0718000,МТЧ,КР гидросистемы,7,18000,2-040707,2-0407_str7
1744,МТЧ ТО4320-ТР8640,МТЧ,Техническое обслуживание,ТО,4320,2-0408ТО,2-0408_strТО
1745,МТЧ ТО4320-ТР8640,МТЧ,Текущий ремонт,ТР,8640,2-0408ТР,2-0408_strТР
1746,"МТЧ ММПС 7,0х5,2 О1-О2-Т1-Т2",МТЧ,Техническое обслуживание 1,О1,360,2-0409О1,2-0409_strО1
1747,"МТЧ ММПС 7,0х5,2 О1-О2-Т1-Т2",МТЧ,Техническое обслуживание 2,О2,720,2-0409О2,2-0409_strО2
1748,"МТЧ ММПС 7,0х5,2 О1-О2-Т1-Т2",МТЧ,Текущий ремонт 1,Т1,5400,2-0409Т1,2-0409_strТ1
1749,"МТЧ ММПС 7,0х5,2 О1-О2-Т1-Т2",МТЧ,Текущий ремонт 2,Т2,10800,2-0409Т2,2-0409_strТ2
1750,КМ ТО 30000,КМ,ТО,ТО,30000,2-0410ТО,2-0410_strТО
1751,КМ О13600-О210800-КР172800,КМ,Техническое обслуживание 1,О1,3600,2-0411О1,2-0411_strО1
1752,КМ О13600-О210800-КР172800,КМ,Техническое обслуживание 2,О2,10800,2-0411О2,2-0411_strО2
1753,КМ О13600-О210800-КР172800,КМ,Капитальный ремонт,КР,172800,2-0411КР,2-0411_strКР
1754,КМ О13400-О210200-КР142800,КМ,Техническое обслуживание 1,О1,3400,2-0412О1,2-0412_strО1
1755,КМ О13400-О210200-КР142800,КМ,Техническое обслуживание 2,О2,10200,2-0412О2,2-0412_strО2
1756,КМ О13400-О210200-КР142800,КМ,Капитальный ремонт,КР,142800,2-0412КР,2-0412_strКР
