БЕ,класс ео,Модель оборудования,Наименование оборудования,strategy_str_counter,Группа,СчетГруппТехкарт,ПланПредупрТОРО,Позиция предупред. ТОРО - описание,Текст цикла ПредупрТОРО,gruppa_str_counter,"Трудоёмкость ТК, ч","Продолжительность операций ТК, ч"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0153_strО3,M0000003,О3,100000005726,Техническое обслуживание 3,Техническое обслуживание 3,M0000003_strО3,"0,000","0,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0154_str7,M0000003,7,100000005727,КР гидросистемы,КР гидросистемы,M0000003_str7,"360,000","120,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0154_str69,M0000003,69,100000005727,ТР гидросистемы,ТР гидросистемы,M0000003_str69,"180,000","60,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0155_strЗГ,M0000003,ЗГ,100000005728,Замена гидротрансформатора,Замена гидротрансформатора,M0000003_strЗГ,"216,000","72,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0155_str8,M0000003,8,100000005728,КР гидротрансформатора,КР гидротрансформатора,M0000003_str8,"720,000","240,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0156_strД1,M0000003,40,100000005729,Замена1 двигателя,Замена двигателя,M0000003_str40,"288,000","96,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0156_strД2,M0000003,48,100000005729,Замена2 двигателя,Замена двигателя,M0000003_str48,"288,000","96,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0157_strЗФ,M0000003,ЗФ,100000005730,Замена дифференциала,Замена дифференциала,M0000003_strЗФ,"0,000","0,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0158_strЗП,M0000003,ЗП,100000005731,Замена конечной передачи,Замена конечной передачи,M0000003_strЗП,"72,000","24,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0159_strП2,M0000003,49,100000005732,Замена2 коробки передач,Замена коробки передач,M0000003_str49,"288,000","96,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0159_strП1,M0000003,41,100000005732,Замена1 коробки передач,Замена коробки передач,M0000003_str41,"288,000","96,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0160_str28,M0000003,28,100000005733,КР подвески задней,КР подвески задней,M0000003_str28,"72,000","24,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0161_str29,M0000003,29,100000005734,КР подвески передней,КР подвески передней,M0000003_str29,"144,000","48,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,2-0162_str31,M0000003,31,100000005735,КР ступицы,КР ступицы,M0000003_str31,"144,000","48,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,1-0007_strТР,M0000003,ТР,100000005736,Текущий ремонт,Текущий ремонт,M0000003_strТР,"30,000","10,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,1-0083_str71,M0000003,71,100000005737,ТР дополнительных систем,ТР дополнительных систем,M0000003_str71,"15,000","5,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,1-0084_strЗЗ,M0000003,ЗЗ,100000005738,Замена кузова,Замена кузова,M0000003_strЗЗ,"72,000","24,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,1-0085_strТЭ,M0000003,ТЭ,100000005739,ТР электрических систем,ТР электрических систем,M0000003_strТЭ,"15,000","5,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,2-0153_strО1,M0000003,О1,100000005740,Техническое обслуживание 1,Техническое обслуживание 1,M0000003_strО1,"0,000","0,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,2-0153_strО2,M0000003,О2,100000005740,Техническое обслуживание 2,Техническое обслуживание 2,M0000003_strО2,"0,000","0,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,2-0153_strО3,M0000003,О3,100000005740,Техническое обслуживание 3,Техническое обслуживание 3,M0000003_strО3,"0,000","0,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,2-0154_str7,M0000003,7,100000005741,КР гидросистемы,КР гидросистемы,M0000003_str7,"360,000","120,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,2-0154_str69,M0000003,69,100000005741,ТР гидросистемы,ТР гидросистемы,M0000003_str69,"180,000","60,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,2-0155_strЗГ,M0000003,ЗГ,100000005742,Замена гидротрансформатора,Замена гидротрансформатора,M0000003_strЗГ,"216,000","72,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,2-0155_str8,M0000003,8,100000005742,КР гидротрансформатора,КР гидротрансформатора,M0000003_str8,"720,000","240,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,2-0156_strД1,M0000003,40,100000005743,Замена1 двигателя,Замена двигателя,M0000003_str40,"288,000","96,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,2-0156_strД2,M0000003,48,100000005743,Замена2 двигателя,Замена двигателя,M0000003_str48,"288,000","96,000"
Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,2-0157_strЗФ,M0000003,ЗФ,100000005744,Замена дифференциала,Замена дифференциала,M0000003_strЗФ,"0,000","0,000"
